隊,team,ㄉㄨㄟ`,duì,弓中廿心人,"team, group; army unit",排隊 軍隊 部隊,ㄆㄞˊㄉㄨㄟ`  ㄐㄩㄣ ㄉㄨㄟ`  ㄅㄨ`ㄉㄨㄟ`,páiduì jūnduì bùduì,队,992,333
跟,heel,ㄍㄣ,gēn,口一日女,"heel; to follow, accompany; with",跟進 跟前,ㄍㄣ ㄐㄧㄣ`  ㄍㄣ ㄑㄧㄢˊ,gēnjìn gēnqián,,1084,334
谷,valley,ㄍㄨˇ,gǔ,金人口,"valley, gorge, ravine",山谷 峽谷,ㄕㄢ ㄍㄨˇ  ㄒㄧㄚˊㄍㄨˇ,shāngǔ xiágǔ,,645,1608
卻,withdraw,ㄑㄩㄝ`,què,金口尸中,"still, but; decline; retreat",,,,却,1042,335
北,north,ㄅㄟˇ,běi,中一心,north; northern; northward,北部 北邊 北方,ㄅㄟˇㄅㄨ`  ㄅㄟˇㄅㄧㄢ   ㄅㄟˇㄈㄤ ,běibù běibiān běifāng,,420,336
必,certainly,ㄅㄧ`,bì,心竹,"surely, most certainly; must",必須 必要 不必,ㄅㄧ`ㄒㄩ   ㄅㄧ`ㄧㄠ`  ㄅㄨ`ㄅㄧ`,bìxū bìyào bùbì,,547,337
未,not yet,ㄨㄟ`,wèi,十木,not yet; 8th terrestrial branch,未來 未婚 未必,ㄨㄟ`ㄌㄞˊ  ㄨㄟ`ㄏㄨㄣ   ㄨㄟ`ㄅㄧ`,wèilái wèihūn wèibì,,202,378
業,profession,ㄧㄝ`,yè,廿金廿木,"profession, business, trade",作業 職業 畢業,ㄗㄨㄛ`ㄧㄝ`  ㄓˊㄧㄝ`  ㄅㄧ`ㄧㄝ`,zuòyè zhíyè bìyè,业,1304,338
功,achievement,ㄍㄨㄥ,gōng,一大尸,"achievement, merit, good result",功課 成功 功夫,ㄍㄨㄥ ㄎㄜ`  ㄔㄥˊㄍㄨㄥ   ㄍㄨㄥ ㄈㄨ˙,gōngkè Chénggōng gōngfu,,692,339
寫,write,ㄒㄧㄝˇ,xiě,十竹難火,"write; draw, sketch; compose",描寫 編寫 書寫,ㄇㄧㄠˊㄒㄧㄝˇ  ㄅㄧㄢ ㄒㄧㄝˇ  ㄕㄨ ㄒㄧㄝˇ,miáoxiě biānxiě shūxiě,写,1448,340
景,scenery,ㄐㄧㄥˇ,jǐng,日卜口火,"scenery, view; conditions",風景 背景 景色,ㄈㄥ ㄐㄧㄥˇ  ㄅㄟ`ㄐㄧㄥˇ  ㄐㄧㄥˇㄙㄜ`,fēngjǐng bèijǐng jǐngsè,,303,878
影,shadow,ㄧㄥˇ,yǐng,日火竹竹竹,"shadow; image, reflection; photograph",電影 電影院 影響,ㄉㄧㄢ`ㄧㄥˇ  ㄉㄧㄢ`ㄧㄥˇㄩㄢ`  ㄧㄥˇㄒㄧㄤˇ,diànyǐng diànyǐngyuàn yǐngxiǎng,,1263,341
聲,voice,ㄕㄥ,shēng,土水尸十,"sound, voice, noise; tone; music",聲音 大聲 聲調,ㄕㄥ ㄧㄣ   ㄉㄚ`ㄕㄥ   ㄕㄥ ㄉㄧㄠ`,shēngyīn dàshēng shēngdiào,声,1368,342
平,even,ㄆㄧㄥˊ,píng,一火十,"flat, level, even; peaceful",平常 平安 平等,ㄆㄧㄥˊㄔㄤˊ  ㄆㄧㄥˊㄢ   ㄆㄧㄥˊㄉㄥˇ,píngcháng píngān píngděng,,1103,343
臺,Taiwan,ㄊㄞˊ,tái,土口月土,"tower, lookout; stage, platform",櫃臺 舞臺,ㄍㄨㄟ`ㄊㄞˊ  ㄨˇㄊㄞˊ,guìtái wǔtái,台,1871,344
討,condemn,ㄊㄠˇ,tǎo,卜口木戈,"to discuss; ask for, beg; demand; dun; marry",討論 討厭 探討,ㄊㄠˇㄌㄨㄣ`  ㄊㄠˇㄧㄢ`  ㄊㄢ`ㄊㄠˇ,tǎolùn tǎoyàn tàntǎo,讨,324,347
色,color,ㄙㄜ`,sè,弓日山,"color, tint, hue, shade; form, body; beauty, desire for beauty",顏色 黃色 白色,ㄧㄢˊㄙㄜ`  ㄏㄨㄤˊㄙㄜ`  ㄅㄞˊㄙㄜ`,yánsè huángsè báisè,,1283,348
則,rule,ㄗㄜˊ,zé,月金中弓,"rule, law, regulation; grades",否則 規則 原則,ㄈㄡˇㄗㄜˊ  ㄍㄨㄟ ㄗㄜˊ  ㄩㄢˊㄗㄜˊ,fǒuzé guīzé yuánzé,则,84,349
容,contain,ㄖㄨㄥˊ,róng,十金人口,"looks, appearance; figure, form",容易 內容 形容,ㄖㄨㄥˊㄧ`  ㄋㄟ`ㄖㄨㄥˊ  ㄒㄧㄥˊㄖㄨㄥˊ,róngyì nèiróng xíngróng,,649,350
檔,files,ㄉㄤ`,dàng,木火月田,"shelf; frame, crosspiece",檔案,ㄉㄤ`ㄢ`,dàngàn,档,652,351
妳,,ㄋㄞˇ,nǎi,女弓火,you (female),,,,,,354
市,market,ㄕ`,shì,卜中月,"market, fair; city, town; trade",市場 城市 超級市場,ㄕ`ㄔㄤˇ  ㄔㄥˊㄕ`  ㄔㄠ ㄐㄧˊㄕ`ㄔㄤˇ,shìchǎng chéngshì chāojíshìchǎng,,388,355
利,profit,ㄌㄧ`,lì,竹木中弓,"gains, advantage, profit, merit",福利 利益 利用,ㄈㄨˊㄌㄧ`  ㄌㄧ`ㄧ`  ㄌㄧ`ㄩㄥ`,fúlì lìyì lìyòng,,716,356
興,excitement,ㄒㄧㄥ`,xìng,竹難月金,"thrive, prosper, flourish",高興 興趣 感興趣,ㄍㄠ ㄒㄧㄥ`  ㄒㄧㄥ`ㄑㄩ`  ㄍㄢˇㄒㄧㄥ`ㄑㄩ`,gāoxìng xìngqù gǎnxìngqù,兴,1060,357
弘,noble,ㄏㄨㄥˊ,hóng,弓戈,"enlarge, expand; liberal, great",,,,,2212,1851
強,strong,ㄑㄧㄤˊ,qiáng,弓戈中戈,"strong, powerful, energetic",加強 堅強 強盜,ㄐㄧㄚ ㄑㄧㄤˊ  ㄐㄧㄢ ㄑㄧㄤˊ  ㄑㄧㄤˊㄉㄠ`,jiāqiáng jiānqiáng qiángdào,强,943,359
安,peaceful,ㄢ,ān,十女,"peaceful, tranquil, quiet",安靜 安全 安定,ㄢ ㄐㄧㄥ`  ㄢ ㄑㄩㄢˊ  ㄢ˙ㄉㄧㄥ`,ānjìng ānquán Andìng,,186,360
央,center,ㄧㄤ,yāng,中月大,"center, conclude, run out; beg",中央 央求,ㄓㄨㄥ ㄧㄤ   ㄧㄤ ㄑㄧㄡˊ,zhōngyāng yāngqiú,,1277,361
特,special,ㄊㄜ`,tè,竹手土木戈,"special, unique, distinguished",特別 獨特 特地,ㄊㄜ`ㄅㄧㄝˊ  ㄉㄨˊㄊㄜ`  ㄊㄜ`ㄉㄧ`,tèbié dútè tèdì,,236,362
議,deliberate,ㄧ`,yì,卜口廿土戈,"consult, talk over, discuss",會議 建議 抗議,ㄏㄨㄟ`ㄧ`  ㄐㄧㄢ`ㄧ`  ㄎㄤ`ㄧ`,huìyì jiànyì kàngyì,议,553,363
辛,peppery,ㄒㄧㄣ,xīn,卜廿十,"bitter; toilsome, laborious; 8th heavenly stem",辛苦 辛勤 辛酸,ㄒㄧㄣ ㄎㄨˇ  ㄒㄧㄣ ㄑㄧㄣˊ  ㄒㄧㄣ ㄙㄨㄢ ,xīnkǔ xīnqín xīnsuān,,1118,1158
辦,manage,ㄅㄢ`,bàn,卜十大尸十,"manage, do, handle; deal with",辦公室 辦法 怎麼辦,ㄅㄢ`ㄍㄨㄥ ㄕ`  ㄅㄢ`ㄈㄚˇ  ㄗㄣˇㄇㄜ˙ㄅㄢ`,bàngōngshì bànfǎ zěnmebàn,办,1119,364
賈,merchant,ㄐㄧㄚˇ,jiǎ,一田月山金,"surname; merchant; buy, trade",,,,贾,1197,2657
價,price,ㄐㄧㄚ`,jià,人一田金,"price, value",價格 價錢 價值,ㄐㄧㄚ`ㄍㄜˊ  ㄐㄧㄚ`ㄑㄧㄢ˙  ㄐㄧㄚ`ㄓˊ,jiàgé jiàqian jiàzhí,价,1198,365
總,general,ㄗㄨㄥˇ,zǒng,女火竹田心,"collect; overall, altogether",總是 總而言之 總算,ㄗㄨㄥˇㄕ`  ㄗㄨㄥˇㄦˊㄧㄢˊㄓ   ㄗㄨㄥˇㄙㄨㄢ`,zǒngshì zǒngéryánzhī zǒngsuàn,总,1476,366
傳,spread,ㄔㄨㄢˊ,chuán,人十戈戈,"summon; propagate, transmit",傳真 傳統 傳播,ㄔㄨㄢˊㄓㄣ   ㄔㄨㄢˊㄊㄨㄥˇ  ㄔㄨㄢˊㄅㄛ ,chuánzhēn chuántǒng chuánbō,传,1469,367
思,consider,ㄙ,sī,田心,"think, consider, ponder; final particle",意思 不好意思 思考,ㄧ`ㄙ˙  ㄅㄨ`ㄏㄠˇㄧ`ㄙ˙  ㄙ ㄎㄠˇ,yìsi bùhǎoyìsi sīkǎo,,535,368
花,flower,ㄏㄨㄚ,huā,廿人心,flower; blossoms,花園 花心 開花,ㄏㄨㄚ ㄩㄢˊ  ㄏㄨㄚ ㄒㄧㄣ   ㄎㄞ ㄏㄨㄚ ,huāyuán huāxīn kāihuā,,772,369
叫,call,ㄐㄧㄠ`,jiào,口女中,"cry, shout; hail, greet, call",叫喊 叫好,ㄐㄧㄠ`ㄏㄢˇ  ㄐㄧㄠ`ㄏㄠˇ,jiàohǎn jiàohǎo,,1130,371
呆,dim-witted,ㄉㄞ,dāi,口木,"dull; dull-minded, simple, stupid",,,,,196,978
保,safeguard,ㄅㄠˇ,bǎo,人口木,"protect, safeguard, defend, care",保險 保護 保守,ㄅㄠˇㄒㄧㄢˇ  ㄅㄠˇㄏㄨ`  ㄅㄠˇㄕㄡˇ,bǎoxiǎn bǎohù bǎoshǒu,,764,372
份,portion,ㄈㄣ`,fèn,人金尸竹,"portion, part; duty",成份 份兒 身份,ㄔㄥˊㄈㄣ`  ㄈㄣ`ㄦ˙  ㄕㄣ ㄈㄣ`,chéngfèn fènr shēnfèn,,738,373
九,nine,ㄐㄧㄡˇ,jiǔ,大弓,nine,,,,,9,550
究,research,ㄐㄧㄡ,jiū,十金大弓,"examine, investigate",講究 研究 究竟,ㄐㄧㄤˇㄐㄧㄡ˙  ㄧㄢˊㄐㄧㄡ   ㄐㄧㄡ ㄐㄧㄥ`,jiǎngjiu yánjiū jiūjìng,,996,375
呵,rebuke,ㄏㄜ,hē,口一弓口,scold; laughing sound; yawn,,,,,1511,376
件,piece,ㄐㄧㄢ`,jiàn,人竹手,numerary adjunct for article; matter,電子郵件 條件 文件,ㄉㄧㄢ`ㄗˇㄧㄡˊㄐㄧㄢ`  ㄊㄧㄠˊㄐㄧㄢ`  ㄨㄣˊㄐㄧㄢ`,diànzǐyóujiàn tiáojiàn wénjiàn,,750,377
決,decide,ㄐㄩㄝˊ,jué,水木大,"decide, determine, judge",決定 解決 堅決,ㄐㄩㄝˊㄉㄧㄥ`  ㄐㄧㄝˇㄐㄩㄝˊ  ㄐㄧㄢ ㄐㄩㄝˊ,juédìng jiějué jiānjué,决,1218,379
組,group,ㄗㄨˇ,zǔ,女火月一,"class; section, department",小組 組織 組裝,ㄒㄧㄠˇㄗㄨˇ  ㄗㄨˇㄓ   ㄗㄨˇㄓㄨㄤ ,xiǎozǔ zǔzhī zǔzhuāng,组,1299,380
級,rank,ㄐㄧˊ,jí,女火弓竹水,"level, rank, class; grade",年級 超級市場 超級,ㄋㄧㄢˊㄐㄧˊ  ㄔㄠ ㄐㄧˊㄕ`ㄔㄤˇ  ㄔㄠ ㄐㄧˊ,niánjí chāojíshìchǎng chāojí,级,1014,383
持,support,ㄔˊ,chí,手土木戈,"sustain, support; hold, grasp",堅持 維持 保持,ㄐㄧㄢ ㄔˊ  ㄨㄟˊㄔˊ  ㄅㄠˇㄔˊ,jiānchí wéichí bǎochí,,561,384
夭,die young,ㄧㄠ,yāo,竹大,"young, fresh-looking; die young",,,,,404,3047
笑,laugh,ㄒㄧㄠ`,xiào,竹竹大,"smile, laugh, giggle; snicker",開玩笑 微笑 笑話,ㄎㄞ ㄨㄢˊㄒㄧㄠ`  ㄨㄟ ㄒㄧㄠ`  ㄒㄧㄠ`ㄏㄨㄚ`,kāiwánxiào wēixiào xiàohuà,,729,385
投,throw,ㄊㄡˊ,tóu,手竹弓水,"throw, cast, fling, pitch; jump",投資 投票 投入,ㄊㄡˊㄗ   ㄊㄡˊㄆㄧㄠ`  ㄊㄡˊㄖㄨ`,tóuzī tóupiào tóurù,,597,386
哪,which?,ㄋㄚˇ,nǎ,口尸手中,which? where? how?,哪裡 哪兒 哪些,ㄋㄚˇㄌㄧˇ  ㄋㄚˇㄦ˙  ㄋㄚˇㄒㄧㄝ ,nǎlǐ nǎr nǎxiē,,1459,387
室,room,ㄕ`,shì,十一戈土,"room, home, house, chamber",辦公室 教室 臥室,ㄅㄢ`ㄍㄨㄥ ㄕ`  ㄐㄧㄠ`ㄕ`  ㄨㄛ`ㄕ`,bàngōngshì jiàoshì wòshì,,627,388
屋,habitation,ㄨ,wū,尸一戈土,"house; room; building, shelter",房屋 屋子,ㄈㄤˊㄨ   ㄨ ㄗ˙,fángwū wūzi,,824,1358
喔,,ㄛ,ō,口尸一土,descriptive of crying or of crowing,,,,,,391
票,ticket,ㄆㄧㄠ`,piào,一田一一火,slip of paper or bamboo; ticket,發票 郵票 鈔票,ㄈㄚ ㄆㄧㄠ`  ㄧㄡˊㄆㄧㄠ`  ㄔㄠ ㄆㄧㄠ`,fāpiào yóupiào chāopiào,,1194,512
標,mark,ㄅㄧㄠ,biāo,木一田火,"a mark, symbol, label, sign; standard",標準 標題 標誌,ㄅㄧㄠ ㄓㄨㄣˇ  ㄅㄧㄠ ㄊㄧˊ  ㄅㄧㄠ ㄓ`,biāozhǔn biāotí biāozhì,标,1196,392
流,flow,ㄌㄧㄡˊ,liú,水卜戈山,"flow, circulate, drift; class",流行 交流 流汗,ㄌㄧㄡˊㄒㄧㄥˊ  ㄐㄧㄠ ㄌㄧㄡˊ  ㄌㄧㄡˊㄏㄢ`,liúxíng jiāoliú liúhàn,,632,393
支,offshoot,ㄓ,zhī,十水,"disperse, pay; support; branch",支持 支出 支票,ㄓ ㄔˊ  ㄓ ㄔㄨ   ㄓ ㄆㄧㄠ`,zhīchí zhīchū zhīpiào,,601,394
獨,alone,ㄉㄨˊ,dú,大竹田中戈,"alone, single, solitary, only",獨特 獨立 獨自,ㄉㄨˊㄊㄜ`  ㄉㄨˊㄌㄧ`  ㄉㄨˊㄗ`,dútè dúlì dúzì,独,1481,395
苗,seedling,ㄇㄧㄠˊ,miáo,廿田,sprouts; [reading] nationality,樹苗,ㄕㄨ`ㄇㄧㄠˊ,shùmiáo,,221,2039
貓,cat,ㄇㄠ,māo,月竹廿田,cat,熊貓,ㄒㄩㄥˊㄇㄠ ,xióngmāo,猫,2447,396
卡,card,ㄎㄚˇ,kǎ,卜一卜,"card, punch card; calorie",卡片 信用卡 卡車,ㄎㄚˇㄆㄧㄢ`  ㄒㄧㄣ`ㄩㄥ`ㄎㄚˇ  ㄎㄚˇㄔㄜ ,kǎpiàn xìnyòngkǎ kǎchē,,46,397
需,need,ㄒㄩ,xū,一月一月中,"need, require, must",需要 需求,ㄒㄩ ㄧㄠ`  ㄒㄩ ㄑㄧㄡˊ,xūyào xūqiú,,888,398
吾,I (literary),ㄨˊ,wú,一一口,"i, my, our; resist, impede",,,,,18,1576
語,language,ㄩˇ,yǔ,卜口一一口,"language, words; saying, expression",語言 華語 語法,ㄩˇㄧㄢˊ  ㄏㄨㄚˊㄩˇ  ㄩˇㄈㄚˇ,yǔyán Huáyǔ yǔfǎ,语,328,402
海,sea,ㄏㄞˇ,hǎi,水人田卜,"sea, ocean; maritime",海邊 海報 海灘,ㄏㄞˇㄅㄧㄢ   ㄏㄞˇㄅㄠ`  ㄏㄞˇㄊㄢ ,hǎibiān hǎibào hǎitān,,433,403
線,line,ㄒㄧㄢ`,xiàn,女火竹日水,"thread, line, wire; clue",電線 光線 界線,ㄉㄧㄢ`ㄒㄧㄢ`  ㄍㄨㄤ ㄒㄧㄢ`  ㄐㄧㄝ`ㄒㄧㄢ`,diànxiàn guāngxiàn jièxiàn,线,1006,406
黃,yellow,ㄏㄨㄤˊ,huáng,廿一田金,yellow; surname,黃色 黃豆 黃昏,ㄏㄨㄤˊㄙㄜ`  ㄏㄨㄤˊㄉㄡ`  ㄏㄨㄤˊㄏㄨㄣ ,huángsè huángdòu huánghūn,黄,1472,408
參,participate,ㄘㄢ,cān,戈戈戈竹,"take part in, intervene; ginseng",參加 參觀 參考,ㄘㄢ ㄐㄧㄚ   ㄘㄢ ㄍㄨㄢ   ㄘㄢ ㄎㄠˇ,cānjiā cānguān cānkǎo,参,1267,409
般,sort,ㄅㄢ,bān,竹卜竹弓水,"sort, manner, kind, category",一般 一般來說 一般而言,ㄧ ㄅㄢ   ㄧ ㄅㄢ ㄌㄞˊㄕㄨㄛ   ㄧ ㄅㄢ ㄦˊㄧㄢˊ,yībān yībānláishuō yībānéryán,,1352,410
令,orders,ㄌㄧㄥ`,lìng,人戈弓戈,"command, order; 'commandant', magistrate; allow, cause",命令 法令 禁令,ㄇㄧㄥ`ㄌㄧㄥ`  ㄈㄚˇㄌㄧㄥ`  ㄐㄧㄣ`ㄌㄧㄥ`,mìnglìng fǎlìng jìnlìng,,1050,505
命,fate,ㄇㄧㄥ`,mìng,人一口中,"life; destiny, fate, luck; an order, instruction",救命 革命 生命,ㄐㄧㄡ`ㄇㄧㄥ`  ㄍㄜˊㄇㄧㄥ`  ㄕㄥ ㄇㄧㄥ`,jiùmìng gémìng shēngmìng,,1045,411
視,inspect,ㄕ`,shì,戈火月山山,"look at, inspect, observe, see",電視 電視機 重視,ㄉㄧㄢ`ㄕ`  ㄉㄧㄢ`ㄕ`ㄐㄧ   ㄓㄨㄥ`ㄕ`,diànshì diànshìjī zhòngshì,视,836,412
觀,observe,ㄍㄨㄢ,guān,廿土月山山,"see, observe, view; appearance",參觀 觀察 觀點,ㄘㄢ ㄍㄨㄢ   ㄍㄨㄢ ㄔㄚˊ  ㄍㄨㄢ ㄉㄧㄢˇ,cānguān guānchá guāndiǎn,观,595,413
聯,unite,ㄌㄧㄢˊ,lián,尸十女戈廿,"connect, join; associate, ally",聯絡 聯合 聯合國,ㄌㄧㄢˊㄌㄨㄛ`  ㄌㄧㄢˊㄏㄜˊ  ㄌㄧㄢˊㄏㄜˊㄍㄨㄛˊ,liánluò liánhé Liánhéguó,联,1456,414
腦,brain,ㄋㄠˇ,nǎo,月女女田,brain,電腦 腦子 大腦,ㄉㄧㄢ`ㄋㄠˇ  ㄋㄠˇㄗ˙  ㄉㄚ`ㄋㄠˇ,diànnǎo nǎozi dànǎo,脑,1466,415
朋,companion,ㄆㄥˊ,péng,月月,"friend, pal, acquaintance",朋友 小朋友,ㄆㄥˊㄧㄡ˙  ㄒㄧㄠˇㄆㄥˊㄧㄡˇ,péngyou xiǎopéngyǒu,,19,416
格,pattern,ㄍㄜˊ,gé,木竹水口,"pattern, standard, form; style",價格 風格 性格,ㄐㄧㄚ`ㄍㄜˊ  ㄈㄥ ㄍㄜˊ  ㄒㄧㄥ`ㄍㄜˊ,jiàgé fēnggé xìnggé,,282,417
兒,youngster,ㄦˊ,ér,竹難竹山,"son, child, oneself; final part",女兒 兒子 一點兒,undefinedˇㄦˊ  ㄦˊㄗ˙  ㄧ ㄉㄧㄢˇㄦ˙,nǚér érzi yīdiǎnr,儿,1446,418
修,repair,ㄒㄧㄡ,xiū,人中人竹,study; repair; cultivate,修改 修理 修正,ㄒㄧㄡ ㄍㄞˇ  ㄒㄧㄡ ㄌㄧˇ  ㄒㄧㄡ ㄓㄥ`,xiūgǎi xiūlǐ xiūzhèng,,1269,420
料,material,ㄌㄧㄠ`,liào,火木卜十,"consider, conjecture; materials, ingredients",飲料 材料 資料,ㄧㄣˇㄌㄧㄠ`  ㄘㄞˊㄌㄧㄠ`  ㄗ ㄌㄧㄠ`,yǐnliào cáiliào zīliào,,894,421
錢,coin,ㄑㄧㄢˊ,qián,金戈戈,"money, currency, coins",錢包 價錢 零錢,ㄑㄧㄢˊㄅㄠ   ㄐㄧㄚ`ㄑㄧㄢ˙  ㄌㄧㄥˊㄑㄧㄢˊ,qiánbāo jiàqian língqián,钱,350,422
失,lose,ㄕ,shī,竹手人,"lose; make mistake, neglect",失戀 失去 迷失,ㄕ ㄌㄧㄢ`  ㄕ ㄑㄩ`  ㄇㄧˊㄕ ,shīliàn shīqù míshī,,682,423
乞,beg,ㄑㄧˇ,qǐ,人弓,beg; request,乞丐,ㄑㄧˇㄍㄞ`,qǐgài,,434,3018
吃,eat,ㄔ,chī,口人弓,"eat; drink; suffer, endure, bear",好吃 吃飽 吃喝玩樂,ㄏㄠˇㄔ   ㄔ ㄅㄠˇ  ㄔ ㄏㄜ ㄨㄢˊㄌㄜ`,hǎochī chībǎo chīhēwánlè,,435,424
住,dwell,ㄓㄨ`,zhù,人卜土,"reside, live at, dwell, lodge; stop",居住 記住 忍不住,ㄐㄩ ㄓㄨ`  ㄐㄧ`ㄓㄨ˙  ㄖㄣˇㄅㄨ˙ㄓㄨ`,jūzhù jìzhu rěnbuzhù,,748,425
即,immediately,ㄐㄧˊ,jí,日戈尸中,"promptly, quickly, immediately",即將 即使 立即,ㄐㄧˊㄐㄧㄤ   ㄐㄧˊㄕˇ  ㄌㄧ`ㄐㄧˊ,jíjiāng jíshǐ lìjí,,1087,426
另,another,ㄌㄧㄥ`,lìng,口大尸,"another, separate, other",另外,ㄌㄧㄥ`ㄨㄞ`,lìngwài,,688,427
錄,record,ㄌㄨ`,lù,金女弓水,"copy, write down, record",記錄 錄取 錄音,ㄐㄧ`ㄌㄨ`  ㄌㄨ`ㄑㄩˇ  ㄌㄨ`ㄧㄣ ,jìlù lùqǔ lùyīn,录,874,428
免,avoid,ㄇㄧㄢˇ,miǎn,弓日竹山,spare; excuse from; evade,避免 免費 以免,ㄅㄧ`ㄇㄧㄢˇ  ㄇㄧㄢˇㄈㄟ`  ㄧˇㄇㄧㄢˇ,bìmiǎn miǎnfèi yǐmiǎn,,1411,660
換,exchange,ㄏㄨㄢ`,huàn,手弓月大,"change, exchange; substitute",交換 換取,ㄐㄧㄠ ㄏㄨㄢ`  ㄏㄨㄢ`ㄑㄩˇ,jiāohuàn huànqǔ,换,810,431
基,base,ㄐㄧ,jī,廿金土,"foundation, base",基本 基礎 基督教,ㄐㄧ ㄅㄣˇ  ㄐㄧ ㄔㄨˇ  ㄐㄧ ㄉㄨ ㄐㄧㄠ`,jīběn jīchǔ Jīdūjiào,,1289,432
板,plank,ㄅㄢˇ,bǎn,木竹水,"plank, board; iron or tin plate",老板 黑板 地板,ㄌㄠˇㄅㄢˇ  ㄏㄟ ㄅㄢˇ  ㄉㄧ`ㄅㄢˇ,lǎobǎn hēibǎn dìbǎn,,608,433
奴,slave,ㄋㄨˊ,nú,女水,"slave, servant",奴隸,ㄋㄨˊㄌㄧ`,núlì,,693,2507
拿,hold,ㄋㄚˊ,ná,人一口手,"take, hold, grasp; bring; with",拿手,ㄋㄚˊㄕㄡˇ,náshǒu,,550,434
遠,distant,ㄩㄢˇ,yuǎn,卜土口女,"distant, remote, far; profound",永遠 跳遠 遠大,ㄩㄥˇㄩㄢˇ  ㄊㄧㄠ`ㄩㄢˇ  ㄩㄢˇㄉㄚ`,yǒngyuǎn tiàoyuǎn yuǎndà,远,379,435
束,bundle up,ㄕㄨ`,shù,木中,"bind, control, restrain; bale",結束 束縛 約束,ㄐㄧㄝˊㄕㄨ`  ㄕㄨ`ㄈㄨ`  ㄩㄝ ㄕㄨ`,jiéshù shùfù yuēshù,,1236,1053
速,quick,ㄙㄨ`,sù,卜木中,"quick, prompt, speedy",高速 速度 加速,ㄍㄠ ㄙㄨ`  ㄙㄨ`ㄉㄨ`  ㄐㄧㄚ ㄙㄨ`,gāosù sùdù jiāsù,,1237,436
形,shape,ㄒㄧㄥˊ,xíng,一廿竹竹竹,"form, shape, appearance",地形 情形 形容,ㄉㄧ`ㄒㄧㄥˊ  ㄑㄧㄥˊㄒㄧㄥ˙  ㄒㄧㄥˊㄖㄨㄥˊ,dìxíng qíngxing xíngróng,,1262,437
咳,cough,ㄏㄞ,hāi,口卜女人,cough,咳嗽,ㄎㄜˊㄙㄡ˙,késou,,2499,2370
孩,tot,ㄏㄞˊ,hái,弓木卜女人,"baby, child; children",孩子 小孩,ㄏㄞˊㄗ˙  ㄒㄧㄠˇㄏㄞˊ,háizi xiǎohái,,1138,438
備,prepare,ㄅㄟ`,bèi,人廿竹月,"prepare, ready, perfect",準備 設備 預備,ㄓㄨㄣˇㄅㄟ`  ㄕㄜ`ㄅㄟ`  ㄩ`ㄅㄟ`,zhǔnbèi shèbèi yùbèi,备,902,439
哥,older brother,ㄍㄜ,gē,一口弓口,elder brother,哥哥 大哥 大哥大,ㄍㄜ ㄍㄜ˙  ㄉㄚ`ㄍㄜ   ㄉㄚ`ㄍㄜ ㄉㄚ`,gēge dàgē dàgēdà,,89,548
歌,song,ㄍㄜ,gē,一口弓人,"song, lyrics; sing, chant; praise",唱歌 歌曲 歌星,ㄔㄤ`ㄍㄜ   ㄍㄜ ㄑㄩˇ  ㄍㄜ ㄒㄧㄥ ,chànggē gēqǔ gēxīng,,441,440
封,seal,ㄈㄥ,fēng,土土木戈,"letter, envelope; feudal",信封 封建 封閉,ㄒㄧㄣ`ㄈㄥ   ㄈㄥ ㄐㄧㄢ`  ㄈㄥ ㄅㄧ`,xìnfēng fēngjiàn fēngbì,,154,778
幫,help,ㄅㄤ,bāng,土戈竹日月,"to help, assist; to defend; shoe upper",幫忙 幫助,ㄅㄤ ㄇㄤˊ  ㄅㄤ ㄓㄨ`,bāngmáng bāngzhù,帮,387,441
確,reliable,ㄑㄩㄝ`,què,一口人月土,"sure, certain; real, true",確定 確認 正確,ㄑㄩㄝ`ㄉㄧㄥ`  ㄑㄩㄝ`ㄖㄣ`  ㄓㄥ`ㄑㄩㄝ`,quèdìng quèrèn zhèngquè,确,508,442
候,wait,ㄏㄡ`,hòu,人中弓大,wait; expect; visit; greet,時候 有時候 問候,ㄕˊㄏㄡ˙  ㄧㄡˇㄕˊㄏㄡ˙  ㄨㄣ`ㄏㄡ`,shíhou yǒushíhou wènhòu,,1217,443
舍,abode,shè,shè,人一十口,"house, dwelling; dwell, reside",宿舍,ㄙㄨ`ㄕㄜ`,sùshè,,1574,477
余,moi,ㄩˊ,yú,人一木,"I, my, me; surname; surplus",,,,,1232,1955
除,eliminate,ㄔㄨˊ,chú,弓中人一木,"eliminate, remove, except",除了 除夕 除非,ㄔㄨˊㄌㄜ˙  ㄔㄨˊㄒㄧ   ㄔㄨˊㄈㄟ ,chúle Chúxī chúfēi,,1234,444
介,introduce,ㄐㄧㄝ`,jiè,人中中,"forerunner, herald, harbinger; to lie between; sea shell; to wear armor",介紹 介入,ㄐㄧㄝ`ㄕㄠ`  ㄐㄧㄝ`ㄖㄨ`,jièshào jièrù,,241,601
界,world,ㄐㄧㄝ`,jiè,田人中中,"boundary, limit; domain; society; the world",世界 界線 外界,ㄕ`ㄐㄧㄝ`  ㄐㄧㄝ`ㄒㄧㄢ`  ㄨㄞ`ㄐㄧㄝ`,shìjiè jièxiàn wàijiè,,242,445
壯,robust,ㄓㄨㄤ`,zhuàng,女一土,"big, large; robust; name of tribe",健壯 強壯 壯觀,ㄐㄧㄢ`ㄓㄨㄤ`  ㄑㄧㄤˊㄓㄨㄤ`  ㄓㄨㄤ`ㄍㄨㄢ ,jiànzhuàng qiángzhuàng zhuàngguān,壮,917,1636
