"hanzi","pinyin","loa","fo1","decomposition","simplified","network_level"
"肇","zhào","3648","3174","户攴聿","肇","3"
"壑","hè","3648","3678","㕡土","壑","4"
"鸚","yīng","3648","3417","婴鸟","鹦","3"
"蜿","wān wǎn","3648","3693","虫宛","蜿","4"
"侈","chǐ","3648","3063","人多","侈","3"
"曙","shǔ shù","3648","3336","日署","曙","5"
"俠","xiá","3648","1216","人夹","侠","4"
"蹌","qiāng qiàng","3648","3286","足仓","跄","3"
"墅","shù","3648","2891","野土","墅","4"
"蟋","xī","3648","3624","虫悉","蟋","3"
"贅","zhuì","3648","3488","敖贝","赘","5"
"儼","yǎn","3648","3476","人严","俨","2"
"嶇","qū","3648","3763","山区","岖","3"
"曝","pù bào","3648","3375","日暴","曝","5"
"攆","niǎn","3648","3633","手辇","撵","4"
"鵡","wǔ","3648","3518","武鸟","鹉","3"
"偕","xié jiē","3648","3580","人皆","偕","4"
"蟀","shuài","3648","3631","虫率","蟀","2"
"汀","tīng","3648","3137","水丁","汀","2"
"肛","gāng","3648","3343","肉工","肛","2"
"恕","shù","3648","2310","如心","恕","3"
"崛","jué","3648","3050","山屈","崛","4"
"屹","yì","3648","3664","山乞","屹","3"
"獰","níng","3648","3396","犬宁","狞","2"
"腋","yè yì","3648","3504","肉夜","腋","3"
"喔","ō wō","3648","2852","口屋","喔","3"
"瑙","nǎo","3648","3372","玉𡿺","瑙","2"
"㕡","hè","3776","4017","𣦼谷","㕡","3"
"藺","lìn","3776","3950","艸门隹","蔺","3"
"褒","bāo","3778","3461","衣保","褒","4"
"笙","shēng","3778","3682","竹生","笙","3"
"嵩","sōng","3778","3349","山高","嵩","2"
"掰","bāi","3778","3840","分手","掰","3"
"彤","tóng","3778","3769","丹彡","彤","3"
"炬","jù","3778","3373","火巨","炬","3"
"豌","wān","3778","3826","豆宛","豌","4"
"咄","duō","3778","3280","口出","咄","3"
"匾","biǎn","3778","3429","匚扁","匾","3"
"隅","yú","3778","3337","阝禺","隅","4"
"隍","huáng","3778","3859","阝皇","隍","4"
"佇","zhù","3778","3768","人㝉","伫","3"
"毗","pí","3778","3382","田比","毗","3"
"霄","xiāo xiào","3778","3106","雨肖","霄","3"
"涮","shuàn shuā","3778","3893","水刷","涮","3"
"琉","liú","3778","2948","玉㐬","琉","3"
"帷","wéi","3778","3388","巾隹","帷","2"
"琪","qí","3778","3116","玉其","琪","2"
"悴","cuì","3778","3407","心卒","悴","3"
"琦","qí","3778","3247","玉奇","琦","4"
"恃","shì","3778","3187","心寺","恃","3"
"悸","jì","3778","3478","心季","悸","3"
"炙","zhì","3778","3559","肉火","炙","2"
"埂","gěng","3778","3834","土更","埂","2"
"祟","suì","3778","3360","出示","祟","3"
"跛","bǒ bì pō","3778","3676","足皮","跛","3"
"甄","zhēn","3778","3704","瓦垔","甄","3"
"怦","pēng","3778","3537","心平","怦","3"
"跤","jiāo qiāo","3778","3584","足交","跤","3"
"渝","yú","3778","3539","水俞","渝","3"
"憔","qiáo","3778","3435","心焦","憔","3"
"贓","zāng","3778","3255","贝庄","赃","3"
"忡","chōng","3778","3282","心中","忡","2"
"暨","jì","3778","3485","既旦","暨","3"
"羈","jī","3778","3256","网革马","羁","2"
"婢","bì","3778","3064","女卑","婢","3"
"婭","yà yā yǎ","3778","2869","女亚","娅","2"
"蜥","xī","3778","3855","虫析","蜥","3"
"甥","shēng","3778","3641","生男","甥","3"
"詛","zǔ","3778","3144","言且","诅","4"
"盹","dǔn dùn zhūn","3778","3827","目屯","盹","2"
"吮","shǔn","3778","3576","口允","吮","4"
"諺","yàn","3778","3527","言彦","谚","4"
"檳","bīn bīng","3778","3747","木宾","槟","4"
"纓","yīng","3778","3799","糸婴","缨","3"
"吝","lìn","3778","3435","文口","吝","2"
"薰","xūn","3778","3757","艸熏","薰","4"
"蛀","zhù","3778","3723","虫主","蛀","2"
"紉","rèn","3778","3814","糸刃","纫","3"
"睿","ruì","3778","3355","目㕡","睿","4"
"檻","jiàn kǎn xiǎn","3778","3332","木监","槛","4"
"癖","pǐ","3778","3555","疒辟","癖","3"
"螃","páng bǎng","3778","3708","虫旁","螃","3"
"巔","diān","3778","3619","山颠","巅","5"
"瀏","liú liū","3778","2833","水刘","浏","3"
"冕","miǎn","3778","3395","冃免","冕","2"
"攢","zǎn cuán zuān","3778","3468","手赞","攒","5"
"佼","jiǎo jiāo","3778","3727","人交","佼","2"
"蚪","dǒu","3778","3750","虫斗","蚪","2"
"媛","yuàn yuán","3778","3770","女爰","媛","3"
"蜷","quán juǎn","3778","3557","虫卷","蜷","3"
"粽","zòng","3778","3941","米宗","粽","3"
"蝌","kē","3778","3791","虫科","蝌","3"
"耙","bà pá bǎ","3778","3794","耒巴","耙","3"
"嗔","chēn tián","3778","3467","口真","嗔","4"
"饃","mó","3778","3767","食莫","馍","4"
"娓","wěi","3778","3728","女尾","娓","3"
"仕","shì","3778","3025","人士","仕","2"
"餃","jiǎo jiào","3778","3545","食交","饺","3"
"繮","jiāng","3778","3665","糸畺","缰","3"
"餡","xiàn kàn","3778","3615","食臽","馅","3"
"磋","cuō","3778","3227","石差","磋","4"
"矜","jīn qín guān","3778","3553","矛今","矜","3"
"藕","ǒu","3778","3697","艸耦","藕","4"
"哽","gěng","3778","3573","口更","哽","2"
"蓀","sūn","3778","3754","艸孙","荪","3"
"贍","shàn dàn","3778","3689","贝詹","赡","5"
"賃","lìn rèn","3778","3082","任贝","赁","3"
"踴","yǒng","3778","3680","足甬","踊","3"
"轆","lù","3778","3646","车鹿","辘","2"
"拄","zhǔ","3778","3834","手主","拄","2"
"遁","dùn qūn xún","3778","3189","辵盾","遁","3"
"抨","pēng bēng","3778","3345","手平","抨","3"
"懺","chàn","3778","3148","心千","忏","3"
"痢","lì","3778","3786","疒利","痢","3"
"蹺","qiāo qiào","3778","3588","足尧","跷","5"
"鎬","gǎo hào","3778","3829","金高","镐","3"
"瞿","qú jù","3778","3262","目隹","瞿","2"
"磊","lěi","3778","3369","石","磊","3"
"葷","hūn xūn","3778","3852","艸军","荤","3"
"噥","nóng","3778","3493","口农","哝","2"
"錨","máo","3778","3428","金苗","锚","4"
"鎊","bàng pāng","3778","2511","金旁","镑","3"
"榕","róng","3778","3795","木容","榕","4"
"鉢","bō","3778","3498","金本","钵","3"
"璽","xǐ","3778","3609","尔玉","玺","2"
"樟","zhāng","3778","3761","木章","樟","3"
"擎","qíng","3778","3034","敬手","擎","5"
"籮","luó","3778","3877","竹罗","箩","3"
"搐","chù chōu","3778","3563","手畜","搐","3"
"驛","yì","3778","3544","马𠬤","驿","2"
"騁","chěng","3778","3744","马甹","骋","4"
"瞌","kē","3778","3759","目盍","瞌","3"
"縈","yíng","3778","3689","𫇦糸","萦","2"
"矞","yù xù jué","3882","3994","矛冏","矞","2"
"劦","xié liè","3882","4017","力","劦","2"
"坴","lù liù","3882","4017","土六","坴","2"
"椿","chūn","3885","3820","木春","椿","3"
"瞭","liǎo liào yǎo","3885","3863","目尞","瞭","3"
"楣","méi","3885","3753","木眉","楣","3"
"腌","ā yān ān āng","3885","3828","肉奄","腌","4"
"檬","méng","3885","3709","木蒙","檬","4"
"亟","jí qì","3885","3522","人二口又","亟","2"
"聆","líng","3885","3617","耳令","聆","3"
"瞰","kàn","3885","3685","目敢","瞰","4"
"瘸","qué","3885","3711","疒加肉","瘸","3"
"橄","gǎn","3885","3421","木敢","橄","4"
"妞","niū","3885","3168","女丑","妞","2"
"唷","yō","3885","3717","口育","唷","3"
"佬","lǎo","3885","3278","人老","佬","2"
"冢","zhǒng","3885","2832","冖豖","冢","3"
"漱","shù sòu","3885","3351","水欶","漱","3"
"忑","tè","3885","3809","下心","忑","2"
"殸","qìng kēng shēng","3885","4017","殳声","殸","3"
"忐","tǎn","3885","3807","上心","忐","2"
"抉","jué","3885","3489","手夬","抉","2"
"嘹","liáo liào","3885","3907","口尞","嘹","3"
"坒","bì","3885","4017","土比","坒","3"
"睾","gāo","3885","3453","睪","睾","2"
"戛","jiá","3885","3890","戈首","戛","2"
"撬","qiào","3885","3519","手毛","撬","2"
"坂","bǎn","3885","3730","土反","坂","3"
"囔","nāng","3885","3773","口囊","囔","4"
"掣","chè","3885","3507","制手","掣","4"
"耘","yún","3885","3746","耒云","耘","3"
"唆","suō","3885","3548","口夋","唆","5"
"臊","sāo sào","3885","3867","肉喿","臊","4"
"唏","xī","3885","3879","口希","唏","3"
"晏","yàn","3885","3642","日安","晏","3"
"堰","yàn","3885","3416","土匽","堰","4"
"喋","dié zhá","3885","3533","口枼","喋","3"
"佯","yáng","3885","3342","人羊","佯","2"
"俟","sì qí","3885","3513","人矣","俟","3"
"幌","huǎng","3885","3209","巾晃","幌","5"
"咂","zā","3885","3811","口匝","咂","3"
"咎","jiù gāo","3885","3192","各人","咎","3"
"倭","wō wēi wǒ","3885","3339","人委","倭","3"
"偌","ruò","3885","3724","人若","偌","4"
"恣","zì","3885","3720","次心","恣","3"
"俐","lì","3885","3480","人利","俐","3"
"恤","xù","3885","3181","心血","恤","3"
"掂","diān","3885","3739","手店","掂","4"
"盅","zhōng chōng","3885","3729","中皿","盅","2"
"惆","chóu","3885","3772","心周","惆","3"
"骸","hái gāi","3885","2702","骨亥","骸","2"
"僥","jiǎo yáo","3885","3310","人尧","侥","5"
"暱","nì nǐ zhì","3885","3775","日尼","昵","3"
"臍","qí","3885","3653","肉齐","脐","2"
"韭","jiǔ","3885","3830","韭","韭","1"
"蹋","tà","3885","3561","足𦐇","蹋","3"
"蹂","róu","3885","3645","足柔","蹂","3"
"獷","guǎng jǐng","3885","3904","犬广","犷","2"
"摳","kōu","3885","3784","手区","抠","3"
"輒","zhé","3885","3475","车耴","辄","3"
"檸","níng","3885","3841","木宁","柠","2"
"匐","fú","3885","3849","勹畐","匐","2"
"漣","lián lán","3885","3683","水连","涟","4"
"瀆","dú dòu","3885","3325","水卖","渎","3"
"塢","wù","3885","3130","土乌","坞","3"
"愴","chuàng","3885","3781","心仓","怆","3"
"憚","dàn dá","3885","3510","心单","惮","2"
"猙","zhēng","3885","3752","犬争","狰","3"
"礬","fán","3885","3903","石凡","矾","3"
"鴛","yuān","3885","3672","夗鸟","鸳","3"
"磯","jī","3885","3197","石几","矶","3"
"癫","diān","3885","2879","疒颠","癫","5"
"仨","sā","3885","3910","人三","仨","2"
"賂","lù","3885","3235","贝各","赂","3"
"皚","ái","3885","3714","白岂","皑","3"
"匱","kuì guì","3885","3592","匚贵","匮","3"
"覷","qù qū","3885","3434","虚见","觑","4"
"卅","sà","3885","3777","十","卅","2"
"殃","yāng","3885","3477","歹央","殃","3"
"懾","shè zhé","3885","2956","心聂","慑","4"
"銬","kào","3885","3611","金考","铐","4"
"痊","quán","3885","3523","疒全","痊","3"
"緋","fēi","3885","3670","糸非","绯","2"
"痞","pǐ","3885","3779","疒否","痞","3"
"痘","dòu","3885","3786","疒豆","痘","2"
"欖","lǎn","3885","3515","木览","榄","5"
"蜴","yì","3885","3902","虫易","蜴","2"
"瞼","jiǎn","3885","3688","目佥","睑","2"
"鴦","yāng","3885","3721","央鸟","鸯","3"
"鏢","biāo","3885","2721","金票","镖","4"
"嚀","níng","3885","3842","口宁","咛","2"
"筱","xiǎo","3885","3740","竹攸","筱","4"
"徨","huáng","3885","3797","彳皇","徨","3"
"霹","pī","3885","3380","雨辟","霹","3"
"燉","dùn dūn tūn tún","3885","3666","火屯","炖","2"
"鰲","áo","3885","3390","敖鱼","鳌","5"
"羕","yàng","3885","4006","羊永","羕","2"
"瑜","yú","3885","2867","玉俞","瑜","3"
"扈","hù","3885","3694","户邑","扈","3"
"憩","qì","3885","3871","舌息","憩","3"
"袒","tǎn zhàn","3885","3481","衣旦","袒","3"
"靂","lì","3885","3469","雨历","雳","3"
"茁","zhuó zhú","3885","3885","艸出","茁","3"
"箏","zhēng","3885","3379","竹争","筝","3"
"躥","cuān","3885","3627","足窜","蹿","3"
"躪","lìn","3885","3648","足蔺","躏","4"
"茉","mò","3885","3761","艸末","茉","3"
"羹","gēng láng","3885","3691","羔美","羹","3"
"訕","shàn","3885","3561","言山","讪","4"
"毓","yù","3885","2971","每㐬","毓","4"
"逍","xiāo","3885","3473","辵肖","逍","3"
"冽","liè","3885","3864","仌列","冽","3"
"翎","líng","3885","3364","令羽","翎","3"
"訛","é","3885","3626","言化","讹","4"
"謗","bàng","3885","3219","言旁","谤","4"
"諫","jiàn","3885","3033","言柬","谏","4"
"誹","fěi","3885","3463","言非","诽","4"
"彷","páng fǎng","3885","3418","彳方","彷","2"
"蚩","chī","4000","3881","虫㞢","蚩","2"
"輦","niǎn","4000","3936","夫车","辇","3"
"藐","miǎo mò","4002","3608","艸貌","藐","5"
"箋","jiān","4002","3595","竹戋","笺","3"
"濘","nìng nì níng","4002","3707","水宁","泞","2"
"嗩","suǒ","4002","3974","口𭕆","唢","3"
"籟","lài","4002","3803","竹赖","籁","4"
"蝟","wèi","4002","3881","犬胃","猬","3"
"遨","áo","4002","3928","辵敖","遨","5"
"鐺","dāng chēng tāng","4002","3876","金当","铛","3"
"慫","sǒng","4002","3578","从心","怂","3"
"掬","jū jú","4002","3872","手匊","掬","3"
"癬","xuǎn xiǎn","4002","3764","疒鲜","癣","3"
"揖","yī jí","4002","3433","手咠","揖","3"
"噩","è","4002","3356","口王","噩","2"
"嫣","yān","4002","3445","女焉","嫣","4"
"殯","bìn","4002","3717","歹宾","殡","4"
"躋","jī","4002","3737","足齐","跻","3"
"邇","ěr","4002","3858","辵尔","迩","3"
"榔","láng lǎng","4002","3860","木郎","榔","5"
"餒","něi","4002","3808","食妥","馁","3"
"娼","chāng","4002","3490","女昌","娼","4"
"疵","cī jì zhài zī","4002","3725","疒此","疵","3"
"餑","bō bó","4002","3888","食孛","饽","3"
"擷","xié","4002","3915","手颉","撷","5"
"眈","dān chěn tán","4002","3722","目冘","眈","3"
"寮","liáo","4002","3899","宀尞","寮","3"
"諄","zhūn zhùn","4002","3742","言享","谆","4"
"儂","nóng","4002","3202","人农","侬","2"
"頡","jié","4002","3465","吉页","颉","4"
"菁","jīng","4002","3276","艸青","菁","4"
"蜈","wú","4002","3696","虫吴","蜈","3"
"褻","xiè dié","4002","3424","衣执","亵","3"
"渙","huàn huì","4002","3654","水奂","涣","3"
"暄","xuān","4002","3681","日宣","暄","3"
"宕","dàng","4002","3831","宀石","宕","3"
"誨","huì","4002","3438","言每","诲","4"
"鷺","lù","4002","3878","路鸟","鹭","4"
"婊","biǎo","4002","3833","女表","婊","3"
"胭","yān","4002","3838","肉因","胭","3"
"睞","lài","4002","3719","目来","睐","2"
"荃","quán","4002","3607","艸全","荃","3"
"芷","zhǐ","4002","3883","艸止","芷","3"
"蟑","zhāng","4002","3844","虫章","蟑","3"
"蚣","gōng zhōng","4002","3786","虫公","蚣","3"
"腱","jiàn qián","4002","3934","肉建","腱","3"
"拷","kǎo","4002","3195","手考","拷","4"
"琛","chēn","4002","3312","玉罙","琛","3"
"酗","xù","4002","3819","酉凶","酗","3"
"垔","yīn","4002","4017","土西","垔","2"
"恙","yàng","4002","3593","羊心","恙","2"
"剁","duò","4002","3875","朵刀","剁","3"
"茜","qiàn","4002","3079","艸西","茜","3"
"珀","pò","4002","2967","玉白","珀","2"
"蠱","gǔ","4002","3643","虫皿","蛊","2"
"阱","jǐng","4002","3191","阝井","阱","4"
"汩","gǔ yù hú","4002","3861","水曰","汩","3"
"璀","cuǐ","4002","3911","玉崔","璀","3"
"琥","hǔ","4002","3880","玉虎","琥","3"
"町","tǐng dīng","4002","3731","田丁","町","2"
"瑕","xiá","4002","3657","玉叚","瑕","4"
"嗷","áo","4002","3784","口敖","嗷","5"
"阪","bǎn","4002","3506","阝反","阪","4"
"恪","kè","4002","3414","心各","恪","3"
"壹","yī yì","4002","3908","壶吉","壹","3"
"懿","yì","4002","2920","壹恣","懿","4"
"羲","xī","4002","3710","兮義","羲","3"
"扉","fēi","4002","3745","户非","扉","2"
"舂","chōng","4002","3943","𡗗臼","舂","2"
"薈","huì","4002","3733","艸会","荟","3"
"踹","chuài duàn shuàn","4002","3887","足耑","踹","3"
"薺","jì qí cí qi qì","4002","3964","艸齐","荠","3"
"羚","líng","4002","3668","羊令","羚","3"
"稞","kē huà","4002","3957","禾果","稞","3"
"耴","zhé","4074","4006","耳乚","耴","2"
"匽","yǎn yàn","4074","4017","匚妟","匽","3"
"嫖","piáo piāo biāo piào","4076","3400","女票","嫖","4"
"猥","wěi wèi","4076","3845","犬畏","猥","2"
"狙","jū","4076","3524","犬且","狙","2"
"桀","jié","4076","3781","舛木","桀","3"
"豺","chái","4076","3839","豸才","豺","2"
"詮","quán","4076","3566","言全","诠","4"
"罔","wǎng","4076","3822","网亡","罔","3"
"渚","zhǔ","4076","3925","水者","渚","4"
"飪","rèn","4076","3889","食壬","饪","3"
"鷂","yào yáo","4076","3802","䍃鸟","鹞","3"
"玷","diàn diān","4076","3766","玉占","玷","3"
"唁","yàn","4076","3923","口言","唁","4"
"羯","jié","4076","3932","羊曷","羯","4"
"媧","wā","4076","3836","女呙","娲","4"
"儺","nuó","4076","3622","人难","傩","3"
"瓤","ráng","4076","3937","襄瓜","瓤","3"
"鴕","tuó","4076","3857","鸟它","鸵","2"
"弈","yì","4076","3874","亦廾","弈","2"
"閂","shuān","4076","3789","门一","闩","2"
"呎","chǐ","4076","4017","口尺","呎","2"
"幗","guó","4076","3918","巾国","帼","3"
"鮎","nián","4076","3805","鱼占","鲇","3"
"燴","huì","4076","3921","火会","烩","3"
"祐","yòu","4076","3850","示右","祐","3"
"浚","jùn xùn cún","4076","3605","水夋","浚","5"
"煨","wēi yù","4076","3924","火畏","煨","2"
"戾","lì","4076","3832","犬户","戾","2"
"颶","jù","4076","3790","风具","飓","3"
"淇","qí","4076","3736","水其","淇","2"
"廛","chán","4076","3966","广里八土","廛","3"
"夯","hāng bèn","4076","3900","大力","夯","2"
"叁","sān","4076","3870","参","叁","4"
"黏","nián niān zhān","4076","3542","黍占","黏","3"
"轤","lú","4076","3956","车卢","轳","2"
"飆","biāo","4076","3778","风犬","飙","3"
"幀","zhēn zhèng","4076","3479","巾贞","帧","3"
"瑋","wěi","4076","3938","玉韦","玮","2"
"氪","kè","4076","3949","气克","氪","4"
"鱸","lú","4076","3856","鱼卢","鲈","2"
"痣","zhì","4076","3801","疒志","痣","3"
"酪","lào lù","4076","3556","酉各","酪","3"
"汶","wèn mén mín wén","4076","3587","水文","汶","2"
"摁","èn","4076","3914","手恩","摁","4"
"吋","cùn","4076","4017","口寸","吋","2"
"鯤","kūn","4076","3957","鱼昆","鲲","4"
"浣","huàn guǎn wǎn","4076","3861","水完","浣","5"
"罹","lí","4076","3810","心隹","罹","2"
"紓","shū","4076","3868","糸予","纾","2"
"褱","huái","4124","4001","衣眔","褱","3"
"禼","xiè","4124","4017","禼","禼","1"
"頪","lèi","4124","4017","頁米","頪","2"
"𤔌","yǐn","4124","4017","爪工","𤔌","2"
"侌","yīn","4124","4017","云今","侌","3"
"牚","chēng chèng","4124","4017","尚牙","牚","3"
